segment_id,constituency_id,segment_name,segment_type,analysis_date,total_voters,percentage_of_total,demographics,geographic_concentration,support_level,top_issues,engagement_score,contact_coverage_pct,last_contact_date,preferred_channels,key_messengers,priority_level,target_message,recommended_actions,estimated_conversion_rate,turnout_tendency,loyalty_score,swing_potential,budget_allocated,volunteers_assigned,events_planned,created_at,updated_at
d738f92e-33d7-443a-8e94-aff686deda29,PC13,issue_based_12_nalgonda,issue_based,2025-11-01,180139,15.33,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Nakrekal"", ""voter_count"": 1586, ""concentration_pct"": 14.44}, {""ward"": ""Kodad"", ""voter_count"": 4316, ""concentration_pct"": 21.35}, {""ward"": ""Munugode"", ""voter_count"": 4549, ""concentration_pct"": 25.54}]","{""strong_favorable"": 56384, ""leaning_favorable"": 27635, ""neutral"": 25935, ""opposition"": 19700, ""undecided"": 50485}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 80}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 69}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 71}]",89,43.61,2025-10-10,"[""social_media"", ""events"", ""whatsapp""]","[""Leader_3"", ""Leader_4"", ""Leader_8""]",low,"[""Message theme 5"", ""Message theme 3""]","[""Social media outreach"", ""Phone banking""]",0.43,medium,86,high,499330.63,23,8,2025-12-05 12:30:12.086645,2025-12-05 12:30:12.086646
9c602edf-c089-499a-8d28-2df8330ab5ca,PC14,demographic_1_bhongir,demographic,2025-06-01,196184,16.2,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Bhongir"", ""voter_count"": 3825, ""concentration_pct"": 18.15}, {""ward"": ""Thungathurthi"", ""voter_count"": 3238, ""concentration_pct"": 27.23}, {""ward"": ""Ghanpur"", ""voter_count"": 4472, ""concentration_pct"": 19.13}]","{""strong_favorable"": 63087, ""leaning_favorable"": 39864, ""neutral"": 20638, ""opposition"": 31859, ""undecided"": 40736}","[{""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 49}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 63}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 75}]",41,48.69,2025-05-19,"[""social_media"", ""door_to_door"", ""whatsapp""]","[""Leader_7"", ""Leader_5""]",low,"[""Message theme 5"", ""Message theme 2"", ""Message theme 3"", ""Message theme 2""]","[""Social media outreach"", ""Social media outreach""]",0.28,low,90,low,273029.79,16,12,2025-12-05 12:30:12.086671,2025-12-05 12:30:12.086672
a30fdd0f-b78e-401b-8349-1fbc2e14493d,PC14,demographic_2_bhongir,demographic,2025-07-01,139881,11.55,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Thungathurthi"", ""voter_count"": 2646, ""concentration_pct"": 19.09}, {""ward"": ""Ghanpur"", ""voter_count"": 1085, ""concentration_pct"": 28.5}, {""ward"": ""Husnabad"", ""voter_count"": 2492, ""concentration_pct"": 25.99}]","{""strong_favorable"": 42251, ""leaning_favorable"": 25645, ""neutral"": 23130, ""opposition"": 29950, ""undecided"": 18905}","[{""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 43}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 54}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 51}]",54,65.47,2025-06-10,"[""events"", ""whatsapp""]","[""Leader_5"", ""Leader_2"", ""Leader_4"", ""Leader_2""]",low,"[""Message theme 2"", ""Message theme 2""]","[""Community events"", ""Door-to-door campaign"", ""Social media outreach"", ""Social media outreach""]",0.45,high,47,high,472457.24,13,10,2025-12-05 12:30:12.086697,2025-12-05 12:30:12.086697
228e783a-3f98-4cbe-aafc-718917373755,PC14,geographic_3_bhongir,geographic,2025-08-01,143739,11.87,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Husnabad"", ""voter_count"": 3556, ""concentration_pct"": 10.03}, {""ward"": ""Bhongir"", ""voter_count"": 2086, ""concentration_pct"": 19.95}, {""ward"": ""Jangaon"", ""voter_count"": 3306, ""concentration_pct"": 18.84}]","{""strong_favorable"": 41934, ""leaning_favorable"": 31053, ""neutral"": 18028, ""opposition"": 34025, ""undecided"": 18699}","[{""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 78}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 62}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 78}]",78,44.02,2025-08-10,"[""phone"", ""door_to_door"", ""events""]","[""Leader_9"", ""Leader_1"", ""Leader_7""]",high,"[""Message theme 4"", ""Message theme 3""]","[""Door-to-door campaign"", ""Phone banking"", ""Social media outreach""]",0.31,high,49,medium,221146.26,19,12,2025-12-05 12:30:12.086723,2025-12-05 12:30:12.086723
d70a87b9-9971-40e8-8718-137fdc8573a9,PC14,issue_based_4_bhongir,issue_based,2025-10-01,180731,14.92,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Bhongir"", ""voter_count"": 2183, ""concentration_pct"": 14.4}, {""ward"": ""Husnabad"", ""voter_count"": 1375, ""concentration_pct"": 27.56}, {""ward"": ""Thungathurthi"", ""voter_count"": 1388, ""concentration_pct"": 28.79}]","{""strong_favorable"": 54109, ""leaning_favorable"": 36495, ""neutral"": 21826, ""opposition"": 40639, ""undecided"": 27662}","[{""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 44}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 75}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 42}]",71,39.92,2025-04-16,"[""social_media"", ""phone"", ""whatsapp""]","[""Leader_3"", ""Leader_8"", ""Leader_5"", ""Leader_1""]",high,"[""Message theme 2"", ""Message theme 5"", ""Message theme 5""]","[""Phone banking"", ""Door-to-door campaign"", ""Phone banking"", ""Social media outreach""]",0.26,high,65,medium,460067.58,18,15,2025-12-05 12:30:12.086750,2025-12-05 12:30:12.086750
b0c3d88d-77d5-48c4-835a-7c165c27157a,PC14,geographic_5_bhongir,geographic,2025-06-01,106736,8.81,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Bhongir"", ""voter_count"": 4768, ""concentration_pct"": 22.55}, {""ward"": ""Thungathurthi"", ""voter_count"": 4598, ""concentration_pct"": 25.24}, {""ward"": ""Jangaon"", ""voter_count"": 1200, ""concentration_pct"": 11.28}]","{""strong_favorable"": 29551, ""leaning_favorable"": 20159, ""neutral"": 14825, ""opposition"": 21614, ""undecided"": 20587}","[{""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 43}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 40}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 76}]",74,77.18,2025-11-08,"[""door_to_door"", ""social_media"", ""events""]","[""Leader_8"", ""Leader_4"", ""Leader_7"", ""Leader_2""]",low,"[""Message theme 4"", ""Message theme 3"", ""Message theme 4"", ""Message theme 5""]","[""Phone banking"", ""Social media outreach"", ""Door-to-door campaign"", ""Door-to-door campaign""]",0.45,low,88,high,364387.25,40,8,2025-12-05 12:30:12.086777,2025-12-05 12:30:12.086777
2c647198-8871-4c72-be6f-d317a933c105,PC14,loyalty_6_bhongir,loyalty,2025-01-01,208846,17.24,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Jangaon"", ""voter_count"": 2173, ""concentration_pct"": 14.3}, {""ward"": ""Nakrekal"", ""voter_count"": 3503, ""concentration_pct"": 18.1}, {""ward"": ""Ghanpur"", ""voter_count"": 2889, ""concentration_pct"": 28.86}]","{""strong_favorable"": 49304, ""leaning_favorable"": 50085, ""neutral"": 25911, ""opposition"": 26334, ""undecided"": 57212}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 44}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 73}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 72}]",83,80.53,2025-07-03,"[""social_media"", ""phone""]","[""Leader_3"", ""Leader_2"", ""Leader_8""]",high,"[""Message theme 1"", ""Message theme 4""]","[""Community events"", ""Door-to-door campaign"", ""Phone banking""]",0.3,low,62,high,442280.57,37,13,2025-12-05 12:30:12.086802,2025-12-05 12:30:12.086803
18910f47-5eef-4641-9294-6cb66c24deeb,PC14,loyalty_7_bhongir,loyalty,2025-06-01,198037,16.35,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Jangaon"", ""voter_count"": 3022, ""concentration_pct"": 13.07}, {""ward"": ""Ghanpur"", ""voter_count"": 2629, ""concentration_pct"": 14.01}, {""ward"": ""Thungathurthi"", ""voter_count"": 1265, ""concentration_pct"": 24.16}]","{""strong_favorable"": 68435, ""leaning_favorable"": 38414, ""neutral"": 38860, ""opposition"": 41577, ""undecided"": 10751}","[{""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 52}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 60}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 70}]",84,52.74,2025-10-22,"[""events"", ""phone"", ""door_to_door"", ""whatsapp""]","[""Leader_9"", ""Leader_6"", ""Leader_4"", ""Leader_1""]",high,"[""Message theme 4"", ""Message theme 3""]","[""Phone banking"", ""Phone banking""]",0.21,low,92,medium,424086.45,20,9,2025-12-05 12:30:12.086829,2025-12-05 12:30:12.086830
ddeb8d97-578e-4ee1-8692-7438f7ec1d4d,PC14,demographic_8_bhongir,demographic,2025-01-01,201808,16.66,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Nakrekal"", ""voter_count"": 2692, ""concentration_pct"": 17.04}, {""ward"": ""Alair"", ""voter_count"": 3671, ""concentration_pct"": 24.49}, {""ward"": ""Bhongir"", ""voter_count"": 3877, ""concentration_pct"": 15.81}]","{""strong_favorable"": 77972, ""leaning_favorable"": 38996, ""neutral"": 34969, ""opposition"": 39041, ""undecided"": 10830}","[{""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 66}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 77}, {""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 81}]",45,44.34,2025-04-10,"[""events"", ""door_to_door""]","[""Leader_5"", ""Leader_10"", ""Leader_4""]",low,"[""Message theme 3"", ""Message theme 4"", ""Message theme 3""]","[""Door-to-door campaign"", ""Phone banking"", ""Community events""]",0.43,high,41,high,97609.23,45,14,2025-12-05 12:30:12.086856,2025-12-05 12:30:12.086856
39c658ac-9990-4e5a-8df4-f3ccd16c0442,PC14,issue_based_9_bhongir,issue_based,2025-08-01,194281,16.04,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Bhongir"", ""voter_count"": 1591, ""concentration_pct"": 28.07}, {""ward"": ""Jangaon"", ""voter_count"": 3521, ""concentration_pct"": 20.16}, {""ward"": ""Ghanpur"", ""voter_count"": 4686, ""concentration_pct"": 27.38}]","{""strong_favorable"": 67825, ""leaning_favorable"": 31054, ""neutral"": 37669, ""opposition"": 28761, ""undecided"": 28972}","[{""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 61}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 82}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 62}]",88,35.2,2025-11-02,"[""phone"", ""whatsapp"", ""door_to_door""]","[""Leader_8"", ""Leader_3"", ""Leader_4"", ""Leader_3""]",medium,"[""Message theme 4"", ""Message theme 1"", ""Message theme 2""]","[""Community events"", ""Phone banking"", ""Social media outreach""]",0.41,medium,83,medium,132118.19,49,3,2025-12-05 12:30:12.086884,2025-12-05 12:30:12.086884
4e758d0a-dd4c-4a8b-9f2e-57e9b3a5d60c,PC14,loyalty_10_bhongir,loyalty,2025-08-01,63482,5.24,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Bhongir"", ""voter_count"": 2495, ""concentration_pct"": 12.34}, {""ward"": ""Husnabad"", ""voter_count"": 1675, ""concentration_pct"": 21.75}, {""ward"": ""Alair"", ""voter_count"": 2039, ""concentration_pct"": 27.21}]","{""strong_favorable"": 18432, ""leaning_favorable"": 10160, ""neutral"": 7270, ""opposition"": 8453, ""undecided"": 19167}","[{""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 59}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 53}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 46}]",44,31.24,2025-04-11,"[""door_to_door"", ""social_media"", ""whatsapp"", ""phone""]","[""Leader_1"", ""Leader_6"", ""Leader_1"", ""Leader_3""]",medium,"[""Message theme 5"", ""Message theme 2"", ""Message theme 2"", ""Message theme 3""]","[""Community events"", ""Community events""]",0.24,low,80,high,375309.04,11,14,2025-12-05 12:30:12.086914,2025-12-05 12:30:12.086914
13ee8e12-0fd8-4740-aa41-f3f7d06de6fb,PC15,geographic_1_warangal,geographic,2025-11-01,119022,11.22,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Dornakal"", ""voter_count"": 2243, ""concentration_pct"": 14.88}, {""ward"": ""Bhupalpally"", ""voter_count"": 3735, ""concentration_pct"": 22.37}, {""ward"": ""Mulugu"", ""voter_count"": 1826, ""concentration_pct"": 26.21}]","{""strong_favorable"": 46580, ""leaning_favorable"": 20476, ""neutral"": 18948, ""opposition"": 18013, ""undecided"": 15005}","[{""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 78}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 85}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 45}]",60,55.02,2025-12-14,"[""door_to_door"", ""phone""]","[""Leader_1"", ""Leader_2""]",low,"[""Message theme 5"", ""Message theme 3"", ""Message theme 1"", ""Message theme 4""]","[""Phone banking"", ""Community events""]",0.31,low,74,low,66227.14,23,6,2025-12-05 12:30:12.086941,2025-12-05 12:30:12.086942
321c419a-7498-4f6b-8177-b7482772e1f5,PC15,geographic_2_warangal,geographic,2025-04-01,179101,16.89,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Dornakal"", ""voter_count"": 3097, ""concentration_pct"": 19.43}, {""ward"": ""Warangal East"", ""voter_count"": 2730, ""concentration_pct"": 17.56}, {""ward"": ""Parkal"", ""voter_count"": 2578, ""concentration_pct"": 10.91}]","{""strong_favorable"": 53396, ""leaning_favorable"": 38081, ""neutral"": 22038, ""opposition"": 43155, ""undecided"": 22431}","[{""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 49}, {""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 64}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 80}]",81,49.27,2025-01-09,"[""phone"", ""social_media"", ""whatsapp"", ""door_to_door""]","[""Leader_8"", ""Leader_7"", ""Leader_5""]",high,"[""Message theme 3"", ""Message theme 1"", ""Message theme 3""]","[""Phone banking"", ""Door-to-door campaign"", ""Community events"", ""Door-to-door campaign""]",0.32,medium,92,high,304793.05,33,13,2025-12-05 12:30:12.086968,2025-12-05 12:30:12.086968
4fa36f3c-44e3-4d0a-a534-8f2d158b384b,PC15,loyalty_3_warangal,loyalty,2025-09-01,143812,13.56,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Mulugu"", ""voter_count"": 2407, ""concentration_pct"": 10.97}, {""ward"": ""Warangal West"", ""voter_count"": 1653, ""concentration_pct"": 26.11}, {""ward"": ""Parkal"", ""voter_count"": 1222, ""concentration_pct"": 21.08}]","{""strong_favorable"": 50213, ""leaning_favorable"": 28421, ""neutral"": 21244, ""opposition"": 29511, ""undecided"": 14423}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 46}, {""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 52}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 42}]",54,33.61,2025-06-29,"[""social_media"", ""events"", ""door_to_door""]","[""Leader_4"", ""Leader_9"", ""Leader_9""]",medium,"[""Message theme 2"", ""Message theme 3""]","[""Community events"", ""Phone banking"", ""Door-to-door campaign"", ""Door-to-door campaign""]",0.35,high,42,medium,428565.28,10,12,2025-12-05 12:30:12.086994,2025-12-05 12:30:12.086995
a9f4c8a5-0921-487d-92bc-606b7f80e62a,PC15,loyalty_4_warangal,loyalty,2025-10-01,64439,6.08,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Warangal West"", ""voter_count"": 3588, ""concentration_pct"": 13.46}, {""ward"": ""Parkal"", ""voter_count"": 2465, ""concentration_pct"": 25.83}, {""ward"": ""Dornakal"", ""voter_count"": 2136, ""concentration_pct"": 15.8}]","{""strong_favorable"": 17442, ""leaning_favorable"": 11144, ""neutral"": 6544, ""opposition"": 6619, ""undecided"": 22690}","[{""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 41}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 67}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 63}]",61,41.07,2025-06-21,"[""events"", ""social_media"", ""door_to_door""]","[""Leader_4"", ""Leader_4"", ""Leader_7"", ""Leader_3""]",medium,"[""Message theme 3"", ""Message theme 4"", ""Message theme 3""]","[""Phone banking"", ""Door-to-door campaign"", ""Community events""]",0.39,medium,94,low,370151.33,14,5,2025-12-05 12:30:12.087021,2025-12-05 12:30:12.087021
99c80e1a-0990-42f9-b8ef-c4705682343e,PC15,geographic_5_warangal,geographic,2025-03-01,194181,18.31,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Parkal"", ""voter_count"": 4083, ""concentration_pct"": 21.41}, {""ward"": ""Bhupalpally"", ""voter_count"": 2899, ""concentration_pct"": 19.43}, {""ward"": ""Dornakal"", ""voter_count"": 1691, ""concentration_pct"": 24.13}]","{""strong_favorable"": 51667, ""leaning_favorable"": 37102, ""neutral"": 28509, ""opposition"": 22074, ""undecided"": 54829}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 41}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 60}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 54}]",59,69.24,2025-10-14,"[""phone"", ""events""]","[""Leader_9"", ""Leader_9""]",high,"[""Message theme 4"", ""Message theme 3"", ""Message theme 2"", ""Message theme 1""]","[""Social media outreach"", ""Door-to-door campaign"", ""Social media outreach""]",0.29,high,54,medium,279212.24,48,13,2025-12-05 12:30:12.087047,2025-12-05 12:30:12.087048
28809a06-7659-4200-aeea-ceef6d66cacc,PC15,demographic_6_warangal,demographic,2025-11-01,117430,11.07,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Mahabubabad"", ""voter_count"": 1987, ""concentration_pct"": 29.68}, {""ward"": ""Dornakal"", ""voter_count"": 1225, ""concentration_pct"": 10.02}, {""ward"": ""Mulugu"", ""voter_count"": 2204, ""concentration_pct"": 12.65}]","{""strong_favorable"": 39803, ""leaning_favorable"": 21985, ""neutral"": 20787, ""opposition"": 15740, ""undecided"": 19115}","[{""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 59}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 42}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 55}]",41,67.9,2025-08-29,"[""phone"", ""door_to_door"", ""whatsapp""]","[""Leader_5"", ""Leader_1"", ""Leader_4""]",low,"[""Message theme 1"", ""Message theme 2"", ""Message theme 5"", ""Message theme 5""]","[""Community events"", ""Door-to-door campaign"", ""Social media outreach"", ""Social media outreach""]",0.45,low,80,low,101908.78,23,14,2025-12-05 12:30:12.087074,2025-12-05 12:30:12.087075
4f3ea157-871c-446f-a74e-2eebdcbacfe4,PC15,issue_based_7_warangal,issue_based,2025-10-01,203943,19.23,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Warangal West"", ""voter_count"": 2472, ""concentration_pct"": 23.81}, {""ward"": ""Mulugu"", ""voter_count"": 3706, ""concentration_pct"": 22.51}, {""ward"": ""Warangal East"", ""voter_count"": 1034, ""concentration_pct"": 11.38}]","{""strong_favorable"": 76445, ""leaning_favorable"": 34828, ""neutral"": 28138, ""opposition"": 22048, ""undecided"": 42484}","[{""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 52}, {""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 43}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 64}]",54,50.5,2025-02-25,"[""phone"", ""whatsapp""]","[""Leader_2"", ""Leader_6""]",high,"[""Message theme 1"", ""Message theme 3""]","[""Community events"", ""Phone banking"", ""Community events""]",0.21,medium,95,medium,99084.04,46,9,2025-12-05 12:30:12.087100,2025-12-05 12:30:12.087100
feeb4288-26c5-4bee-8bd6-3309af4ff781,PC15,geographic_8_warangal,geographic,2025-12-01,105768,9.97,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Parkal"", ""voter_count"": 4789, ""concentration_pct"": 13.25}, {""ward"": ""Mahabubabad"", ""voter_count"": 1073, ""concentration_pct"": 20.71}, {""ward"": ""Dornakal"", ""voter_count"": 2228, ""concentration_pct"": 29.22}]","{""strong_favorable"": 23846, ""leaning_favorable"": 16111, ""neutral"": 12981, ""opposition"": 11317, ""undecided"": 41513}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 80}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 55}, {""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 80}]",57,77.26,2025-03-25,"[""events"", ""whatsapp"", ""social_media""]","[""Leader_2"", ""Leader_10"", ""Leader_3""]",medium,"[""Message theme 5"", ""Message theme 2"", ""Message theme 5"", ""Message theme 3""]","[""Door-to-door campaign"", ""Social media outreach""]",0.19,high,89,medium,183884.49,39,14,2025-12-05 12:30:12.087125,2025-12-05 12:30:12.087126
a5db634e-b2b4-48a3-92dc-6a7655943ced,PC15,demographic_9_warangal,demographic,2025-02-01,133154,12.56,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Dornakal"", ""voter_count"": 2199, ""concentration_pct"": 16.77}, {""ward"": ""Mulugu"", ""voter_count"": 3811, ""concentration_pct"": 16.13}, {""ward"": ""Warangal West"", ""voter_count"": 2042, ""concentration_pct"": 24.78}]","{""strong_favorable"": 37353, ""leaning_favorable"": 28675, ""neutral"": 22751, ""opposition"": 33109, ""undecided"": 11266}","[{""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 45}, {""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 72}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 43}]",50,47.31,2025-06-11,"[""events"", ""whatsapp"", ""phone"", ""social_media""]","[""Leader_5"", ""Leader_4"", ""Leader_5"", ""Leader_4""]",low,"[""Message theme 4"", ""Message theme 2"", ""Message theme 5""]","[""Phone banking"", ""Community events"", ""Door-to-door campaign""]",0.16,medium,55,medium,453000.31,20,15,2025-12-05 12:30:12.087152,2025-12-05 12:30:12.087152
