booth_id,constituency_id,booth_number,booth_name,location_ward,analysis_date,total_voters,male_voters,female_voters,first_time_voters,senior_voters,booth_score,risk_level,competitive_threat_score,booth_agents,active_volunteers,booth_committee_strength,last_meeting_date,surveyed_by,verification_date,created_at,updated_at
PC16_B097,PC16,B097,Polling Station 97,Palair,2025-11-01,4550,2366,2184,364,546,69,moderate,54,5,9,strong,2025-10-12,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B098,PC16,B098,Polling Station 98,Dornakal,2025-11-01,4547,2364,2182,363,545,52,vulnerable,48,5,14,weak,2025-10-31,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B099,PC16,B099,Polling Station 99,Mahabubabad,2025-11-01,4659,2422,2236,372,559,55,vulnerable,40,2,20,strong,2025-11-04,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B100,PC16,B100,Polling Station 100,Palair,2025-11-01,4522,2351,2170,361,542,85,secure,74,4,10,weak,2025-10-16,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B101,PC16,B101,Polling Station 101,Yellandu,2025-11-01,4504,2342,2161,360,540,74,moderate,46,4,14,weak,2025-10-02,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B102,PC16,B102,Polling Station 102,Dornakal,2025-11-01,4621,2402,2218,369,554,90,secure,59,4,15,strong,2025-10-03,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B103,PC16,B103,Polling Station 103,Mahabubabad,2025-11-01,4610,2397,2212,368,553,48,vulnerable,40,2,15,moderate,2025-10-12,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B104,PC16,B104,Polling Station 104,Yellandu,2025-11-01,4521,2350,2170,361,542,50,vulnerable,25,3,5,moderate,2025-10-03,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B105,PC16,B105,Polling Station 105,Palair,2025-11-01,4539,2360,2178,363,544,57,vulnerable,59,2,15,weak,2025-11-19,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B106,PC16,B106,Polling Station 106,Sathupalle,2025-11-01,4521,2350,2170,361,542,84,secure,64,4,11,strong,2025-11-06,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B107,PC16,B107,Polling Station 107,Sathupalle,2025-11-01,4625,2405,2220,370,555,94,secure,53,5,20,strong,2025-11-25,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B108,PC16,B108,Polling Station 108,Sathupalle,2025-11-01,4536,2358,2177,362,544,90,secure,43,5,8,weak,2025-10-23,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B109,PC16,B109,Polling Station 109,Dornakal,2025-11-01,4524,2352,2171,361,542,50,vulnerable,56,2,5,weak,2025-11-13,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B110,PC16,B110,Polling Station 110,Mahabubabad,2025-11-01,4655,2420,2234,372,558,56,vulnerable,74,3,7,weak,2025-11-21,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B111,PC16,B111,Polling Station 111,Mahabubabad,2025-11-01,4618,2401,2216,369,554,50,vulnerable,38,5,5,weak,2025-10-15,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B112,PC16,B112,Polling Station 112,Khammam,2025-11-01,4496,2337,2158,359,539,91,secure,28,2,10,strong,2025-10-24,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B113,PC16,B113,Polling Station 113,Palair,2025-11-01,4648,2416,2231,371,557,95,secure,57,5,9,moderate,2025-11-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B114,PC16,B114,Polling Station 114,Pinapaka,2025-11-01,4654,2420,2233,372,558,77,secure,47,4,12,weak,2025-10-31,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B115,PC16,B115,Polling Station 115,Khammam,2025-11-01,4629,2407,2221,370,555,83,secure,68,4,7,moderate,2025-10-02,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B116,PC16,B116,Polling Station 116,Yellandu,2025-11-01,4532,2356,2175,362,543,74,moderate,76,3,6,moderate,2025-11-03,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B117,PC16,B117,Polling Station 117,Pinapaka,2025-11-01,4644,2414,2229,371,557,70,moderate,55,4,10,moderate,2025-11-03,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B118,PC16,B118,Polling Station 118,Khammam,2025-11-01,4578,2380,2197,366,549,72,moderate,20,2,12,strong,2025-11-27,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B119,PC16,B119,Polling Station 119,Mahabubabad,2025-11-01,4623,2403,2219,369,554,73,moderate,25,3,18,strong,2025-10-21,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B120,PC16,B120,Polling Station 120,Dornakal,2025-11-01,4620,2402,2217,369,554,82,secure,70,2,10,weak,2025-10-16,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B121,PC16,B121,Polling Station 121,Palair,2025-11-01,4647,2416,2230,371,557,48,vulnerable,38,3,17,moderate,2025-11-13,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B122,PC16,B122,Polling Station 122,Dornakal,2025-11-01,4505,2342,2162,360,540,67,moderate,69,2,14,weak,2025-11-23,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B123,PC16,B123,Polling Station 123,Pinapaka,2025-11-01,4650,2418,2232,372,558,70,moderate,23,3,9,strong,2025-10-25,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B124,PC16,B124,Polling Station 124,Palair,2025-11-01,4650,2418,2232,372,558,75,moderate,37,3,19,moderate,2025-10-30,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B125,PC16,B125,Polling Station 125,Palair,2025-11-01,4563,2372,2190,365,547,67,moderate,26,3,20,moderate,2025-10-04,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B126,PC16,B126,Polling Station 126,Mahabubabad,2025-11-01,4528,2354,2173,362,543,66,moderate,62,5,12,moderate,2025-10-14,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B127,PC16,B127,Polling Station 127,Dornakal,2025-11-01,4661,2423,2237,372,559,60,vulnerable,37,4,12,moderate,2025-10-07,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B128,PC16,B128,Polling Station 128,Palair,2025-11-01,4618,2401,2216,369,554,55,vulnerable,34,4,20,strong,2025-11-20,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B129,PC16,B129,Polling Station 129,Yellandu,2025-11-01,4538,2359,2178,363,544,88,secure,62,4,20,strong,2025-10-12,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B130,PC16,B130,Polling Station 130,Sathupalle,2025-11-01,4633,2409,2223,370,555,89,secure,56,2,9,strong,2025-11-12,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B131,PC16,B131,Polling Station 131,Palair,2025-11-01,4641,2413,2227,371,556,62,moderate,43,2,10,weak,2025-10-27,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B132,PC16,B132,Polling Station 132,Pinapaka,2025-11-01,4607,2395,2211,368,552,46,vulnerable,66,3,20,weak,2025-10-05,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B133,PC16,B133,Polling Station 133,Pinapaka,2025-11-01,4656,2421,2234,372,558,76,secure,69,5,14,moderate,2025-11-07,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B134,PC16,B134,Polling Station 134,Pinapaka,2025-11-01,4545,2363,2181,363,545,59,vulnerable,35,5,10,moderate,2025-11-10,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B135,PC16,B135,Polling Station 135,Khammam,2025-11-01,4594,2388,2205,367,551,52,vulnerable,77,3,12,strong,2025-11-23,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B136,PC16,B136,Polling Station 136,Mahabubabad,2025-11-01,4541,2361,2179,363,544,67,moderate,23,2,8,weak,2025-10-28,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B137,PC16,B137,Polling Station 137,Khammam,2025-11-01,4617,2400,2216,369,554,80,secure,27,2,6,weak,2025-10-31,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B138,PC16,B138,Polling Station 138,Mahabubabad,2025-11-01,4557,2369,2187,364,546,94,secure,62,5,10,weak,2025-10-21,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B139,PC16,B139,Polling Station 139,Sathupalle,2025-11-01,4504,2342,2161,360,540,95,secure,38,4,13,weak,2025-10-04,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B140,PC16,B140,Polling Station 140,Sathupalle,2025-11-01,4616,2400,2215,369,553,68,moderate,77,5,10,moderate,2025-10-02,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B141,PC16,B141,Polling Station 141,Palair,2025-11-01,4531,2356,2174,362,543,79,secure,23,3,19,moderate,2025-11-14,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B142,PC16,B142,Polling Station 142,Dornakal,2025-11-01,4489,2334,2154,359,538,89,secure,24,5,15,strong,2025-11-04,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B143,PC16,B143,Polling Station 143,Yellandu,2025-11-01,4612,2398,2213,368,553,70,moderate,56,4,14,strong,2025-11-25,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B144,PC16,B144,Polling Station 144,Pinapaka,2025-11-01,4627,2406,2220,370,555,82,secure,30,3,6,moderate,2025-11-26,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B145,PC16,B145,Polling Station 145,Sathupalle,2025-11-01,4579,2381,2197,366,549,84,secure,40,2,14,moderate,2025-11-25,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B146,PC16,B146,Polling Station 146,Dornakal,2025-11-01,4521,2350,2170,361,542,55,vulnerable,48,3,17,moderate,2025-11-04,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B147,PC16,B147,Polling Station 147,Pinapaka,2025-11-01,4576,2379,2196,366,549,46,vulnerable,29,3,18,moderate,2025-11-20,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B148,PC16,B148,Polling Station 148,Dornakal,2025-11-01,4600,2392,2208,368,552,72,moderate,80,3,12,moderate,2025-10-10,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B149,PC16,B149,Polling Station 149,Pinapaka,2025-11-01,4623,2403,2219,369,554,74,moderate,45,3,16,strong,2025-10-04,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B150,PC16,B150,Polling Station 150,Pinapaka,2025-11-01,4506,2343,2162,360,540,74,moderate,47,2,7,strong,2025-10-18,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B151,PC16,B151,Polling Station 151,Yellandu,2025-11-01,4506,2343,2162,360,540,74,moderate,79,4,11,strong,2025-10-26,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B152,PC16,B152,Polling Station 152,Yellandu,2025-11-01,4558,2370,2187,364,546,83,secure,42,2,7,weak,2025-11-18,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B153,PC16,B153,Polling Station 153,Sathupalle,2025-11-01,4630,2407,2222,370,555,54,vulnerable,66,3,11,moderate,2025-11-05,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B154,PC16,B154,Polling Station 154,Mahabubabad,2025-11-01,4668,2427,2240,373,560,93,secure,50,4,7,weak,2025-10-08,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B155,PC16,B155,Polling Station 155,Pinapaka,2025-11-01,4552,2367,2184,364,546,87,secure,74,3,11,strong,2025-10-09,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B156,PC16,B156,Polling Station 156,Palair,2025-11-01,4613,2398,2214,369,553,65,moderate,46,3,9,weak,2025-11-11,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B157,PC16,B157,Polling Station 157,Khammam,2025-11-01,4556,2369,2186,364,546,83,secure,71,5,19,moderate,2025-11-11,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B158,PC16,B158,Polling Station 158,Yellandu,2025-11-01,4494,2336,2157,359,539,87,secure,72,4,13,strong,2025-10-04,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B159,PC16,B159,Polling Station 159,Yellandu,2025-11-01,4654,2420,2233,372,558,78,secure,70,4,17,strong,2025-10-05,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B160,PC16,B160,Polling Station 160,Mahabubabad,2025-11-01,4654,2420,2233,372,558,68,moderate,63,4,13,strong,2025-11-30,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B161,PC16,B161,Polling Station 161,Khammam,2025-11-01,4595,2389,2205,367,551,86,secure,44,3,15,weak,2025-11-10,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B162,PC16,B162,Polling Station 162,Dornakal,2025-11-01,4519,2349,2169,361,542,94,secure,66,5,20,moderate,2025-10-11,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B163,PC16,B163,Polling Station 163,Mahabubabad,2025-11-01,4587,2385,2201,366,550,62,moderate,69,4,6,moderate,2025-11-18,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B164,PC16,B164,Polling Station 164,Dornakal,2025-11-01,4643,2414,2228,371,557,74,moderate,56,5,6,weak,2025-10-03,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B165,PC16,B165,Polling Station 165,Sathupalle,2025-11-01,4508,2344,2163,360,540,71,moderate,64,2,5,weak,2025-11-04,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B166,PC16,B166,Polling Station 166,Mahabubabad,2025-11-01,4575,2379,2196,366,549,52,vulnerable,55,2,12,moderate,2025-11-14,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B167,PC16,B167,Polling Station 167,Yellandu,2025-11-01,4489,2334,2154,359,538,61,moderate,59,4,16,strong,2025-11-08,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B168,PC16,B168,Polling Station 168,Khammam,2025-11-01,4663,2424,2238,373,559,57,vulnerable,49,3,14,moderate,2025-11-13,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B169,PC16,B169,Polling Station 169,Palair,2025-11-01,4502,2341,2160,360,540,79,secure,57,5,13,weak,2025-10-16,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B170,PC16,B170,Polling Station 170,Palair,2025-11-01,4513,2346,2166,361,541,85,secure,43,4,6,strong,2025-11-28,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B171,PC16,B171,Polling Station 171,Sathupalle,2025-11-01,4520,2350,2169,361,542,53,vulnerable,64,4,11,weak,2025-11-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B172,PC16,B172,Polling Station 172,Palair,2025-11-01,4646,2415,2230,371,557,93,secure,50,5,19,strong,2025-11-23,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B173,PC16,B173,Polling Station 173,Yellandu,2025-11-01,4604,2394,2209,368,552,81,secure,79,4,9,moderate,2025-11-09,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B174,PC16,B174,Polling Station 174,Khammam,2025-11-01,4613,2398,2214,369,553,46,vulnerable,37,5,9,moderate,2025-10-14,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B175,PC16,B175,Polling Station 175,Dornakal,2025-11-01,4504,2342,2161,360,540,81,secure,39,4,20,weak,2025-10-18,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B176,PC16,B176,Polling Station 176,Khammam,2025-11-01,4529,2355,2173,362,543,56,vulnerable,39,4,5,weak,2025-10-27,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B177,PC16,B177,Polling Station 177,Dornakal,2025-11-01,4509,2344,2164,360,541,73,moderate,68,2,16,strong,2025-10-08,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B178,PC16,B178,Polling Station 178,Mahabubabad,2025-11-01,4669,2427,2241,373,560,70,moderate,44,4,17,weak,2025-11-27,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B179,PC16,B179,Polling Station 179,Dornakal,2025-11-01,4561,2371,2189,364,547,82,secure,65,5,11,weak,2025-10-19,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B180,PC16,B180,Polling Station 180,Pinapaka,2025-11-01,4626,2405,2220,370,555,89,secure,28,4,6,strong,2025-11-11,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B181,PC16,B181,Polling Station 181,Palair,2025-11-01,4670,2428,2241,373,560,51,vulnerable,51,5,18,weak,2025-11-19,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B182,PC16,B182,Polling Station 182,Mahabubabad,2025-11-01,4635,2410,2224,370,556,94,secure,49,2,10,moderate,2025-11-03,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B183,PC16,B183,Polling Station 183,Dornakal,2025-11-01,4580,2381,2198,366,549,54,vulnerable,28,2,5,moderate,2025-10-17,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B184,PC16,B184,Polling Station 184,Yellandu,2025-11-01,4545,2363,2181,363,545,70,moderate,66,2,11,weak,2025-10-01,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B185,PC16,B185,Polling Station 185,Dornakal,2025-11-01,4646,2415,2230,371,557,61,moderate,57,3,13,weak,2025-11-21,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B186,PC16,B186,Polling Station 186,Palair,2025-11-01,4665,2425,2239,373,559,57,vulnerable,56,4,17,moderate,2025-10-10,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B187,PC16,B187,Polling Station 187,Pinapaka,2025-11-01,4560,2371,2188,364,547,46,vulnerable,28,2,8,strong,2025-11-29,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B188,PC16,B188,Polling Station 188,Palair,2025-11-01,4472,2325,2146,357,536,65,moderate,21,2,16,weak,2025-10-29,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B189,PC16,B189,Polling Station 189,Yellandu,2025-11-01,4483,2331,2151,358,537,48,vulnerable,72,4,12,weak,2025-10-17,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B190,PC16,B190,Polling Station 190,Yellandu,2025-11-01,4594,2388,2205,367,551,60,vulnerable,74,5,16,strong,2025-10-03,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B191,PC16,B191,Polling Station 191,Pinapaka,2025-11-01,4519,2349,2169,361,542,69,moderate,31,4,15,strong,2025-10-15,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B192,PC16,B192,Polling Station 192,Pinapaka,2025-11-01,4497,2338,2158,359,539,85,secure,68,3,17,weak,2025-10-21,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B193,PC16,B193,Polling Station 193,Pinapaka,2025-11-01,4548,2364,2183,363,545,65,moderate,54,2,5,moderate,2025-11-29,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B194,PC16,B194,Polling Station 194,Yellandu,2025-11-01,4657,2421,2235,372,558,82,secure,27,4,19,moderate,2025-10-07,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B195,PC16,B195,Polling Station 195,Khammam,2025-11-01,4655,2420,2234,372,558,47,vulnerable,24,4,8,strong,2025-10-21,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B196,PC16,B196,Polling Station 196,Dornakal,2025-11-01,4562,2372,2189,364,547,76,secure,32,3,17,strong,2025-10-22,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B197,PC16,B197,Polling Station 197,Sathupalle,2025-11-01,4654,2420,2233,372,558,45,vulnerable,67,2,14,strong,2025-11-13,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B198,PC16,B198,Polling Station 198,Dornakal,2025-11-01,4626,2405,2220,370,555,80,secure,26,5,16,weak,2025-11-15,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B199,PC16,B199,Polling Station 199,Yellandu,2025-11-01,4497,2338,2158,359,539,71,moderate,24,4,15,strong,2025-11-19,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B200,PC16,B200,Polling Station 200,Pinapaka,2025-11-01,4546,2363,2182,363,545,93,secure,65,2,9,moderate,2025-10-18,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B201,PC16,B201,Polling Station 201,Pinapaka,2025-11-01,4582,2382,2199,366,549,70,moderate,23,4,7,strong,2025-10-07,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B202,PC16,B202,Polling Station 202,Khammam,2025-11-01,4609,2396,2212,368,553,67,moderate,37,5,13,weak,2025-10-23,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B203,PC16,B203,Polling Station 203,Dornakal,2025-11-01,4561,2371,2189,364,547,85,secure,57,2,14,strong,2025-11-27,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B204,PC16,B204,Polling Station 204,Pinapaka,2025-11-01,4586,2384,2201,366,550,69,moderate,75,2,20,weak,2025-10-29,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B205,PC16,B205,Polling Station 205,Dornakal,2025-11-01,4500,2340,2160,360,540,68,moderate,60,5,18,moderate,2025-11-17,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B206,PC16,B206,Polling Station 206,Sathupalle,2025-11-01,4503,2341,2161,360,540,92,secure,33,2,13,weak,2025-10-13,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B207,PC16,B207,Polling Station 207,Palair,2025-11-01,4638,2411,2226,371,556,58,vulnerable,65,3,20,weak,2025-10-15,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B208,PC16,B208,Polling Station 208,Yellandu,2025-11-01,4563,2372,2190,365,547,95,secure,24,4,15,moderate,2025-10-30,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B209,PC16,B209,Polling Station 209,Yellandu,2025-11-01,4551,2366,2184,364,546,58,vulnerable,23,3,7,strong,2025-10-09,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B210,PC16,B210,Polling Station 210,Dornakal,2025-11-01,4528,2354,2173,362,543,78,secure,56,2,9,weak,2025-11-27,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B211,PC16,B211,Polling Station 211,Mahabubabad,2025-11-01,4475,2327,2148,358,537,55,vulnerable,30,4,13,strong,2025-11-18,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B212,PC16,B212,Polling Station 212,Yellandu,2025-11-01,4527,2354,2172,362,543,87,secure,32,5,14,weak,2025-11-20,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B213,PC16,B213,Polling Station 213,Yellandu,2025-11-01,4637,2411,2225,370,556,82,secure,52,4,17,weak,2025-10-27,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B214,PC16,B214,Polling Station 214,Sathupalle,2025-11-01,4604,2394,2209,368,552,88,secure,56,2,17,weak,2025-11-27,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC16_B215,PC16,B215,Polling Station 215,Yellandu,2025-11-01,4612,2398,2213,368,553,55,vulnerable,40,4,17,strong,2025-10-28,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC17_B001,PC17,B001,Polling Station 1,Madhira,2025-11-01,5211,2709,2501,416,625,63,moderate,63,3,15,moderate,2025-11-08,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC17_B002,PC17,B002,Polling Station 2,Palair,2025-11-01,5166,2686,2479,413,619,79,secure,30,4,7,weak,2025-11-23,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC17_B003,PC17,B003,Polling Station 3,Kothagudem,2025-11-01,5198,2702,2495,415,623,76,secure,28,2,15,strong,2025-11-27,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC17_B004,PC17,B004,Polling Station 4,Sathupalle,2025-11-01,5105,2654,2450,408,612,67,moderate,62,2,19,strong,2025-11-11,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC17_B005,PC17,B005,Polling Station 5,Aswaraopeta,2025-11-01,5094,2648,2445,407,611,74,moderate,22,5,16,strong,2025-10-28,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC17_B006,PC17,B006,Polling Station 6,Sathupalle,2025-11-01,5118,2661,2456,409,614,85,secure,27,4,16,moderate,2025-10-15,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
