kpi_id,constituency_id,report_date,visits_conducted,people_contacted,grievances_received,grievances_resolved,events_conducted,resources_distributed,promises_on_track,promises_delayed,alert_count,critical_alerts,sentiment_score,media_mentions,social_engagement,created_at
655d2161-e519-460d-9cbf-87405ce67635,PC15,2025-11-20,5,61,10,15,3,36,21,7,5,2,0.76,2,4704,2025-11-20 23:55:00
bc58c90c-4a34-4404-b645-44fd77db1a2f,PC15,2025-11-21,3,683,12,6,3,150,28,7,4,1,0.53,9,1008,2025-11-21 23:55:00
6cfc09dc-f443-4087-b879-5c24bc701b30,PC15,2025-11-22,3,574,35,27,0,133,17,3,8,3,0.69,2,2698,2025-11-22 23:55:00
72c95d4f-01e9-41d8-9765-508f19ea3a0b,PC15,2025-11-23,2,207,19,30,0,48,15,8,5,1,0.63,3,3603,2025-11-23 23:55:00
d57b4333-216b-4049-b8c9-f26d9ef11fd9,PC15,2025-11-24,2,631,10,22,2,28,30,8,5,2,0.75,12,853,2025-11-24 23:55:00
867cc52c-fce6-4fa8-92f7-714e1d209a4c,PC15,2025-11-25,3,168,24,22,2,14,27,5,2,0,0.47,7,2214,2025-11-25 23:55:00
11dbccc8-07e8-4ef1-809d-0e510feb97b2,PC15,2025-11-26,4,393,35,22,2,81,24,5,6,0,0.46,5,3078,2025-11-26 23:55:00
f32270b7-7e59-4451-a9f8-4ecab16b3d25,PC15,2025-11-27,5,139,12,8,3,53,23,3,5,0,0.6,9,4465,2025-11-27 23:55:00
47498275-4247-47ae-9373-c5485e421b80,PC15,2025-11-28,3,257,18,23,3,6,20,6,2,0,0.46,7,1832,2025-11-28 23:55:00
fb70fef7-b162-4c2b-a505-86413c634006,PC15,2025-11-29,5,758,15,6,2,33,23,2,8,0,0.59,9,4068,2025-11-29 23:55:00
bbd06e87-72bb-47c6-bda9-b1463baaece0,PC15,2025-11-30,2,500,12,12,3,7,27,5,6,0,0.51,8,2430,2025-11-30 23:55:00
a7d9001d-2d42-40f0-a757-110115663542,PC15,2025-12-01,2,638,17,7,1,88,21,6,7,2,0.72,3,3428,2025-12-01 23:55:00
dc32b97c-ef0f-4875-91ee-09ecd0a28aca,PC15,2025-12-02,2,54,14,23,0,123,20,7,6,1,0.45,7,1834,2025-12-02 23:55:00
c0651b13-f138-48f1-822b-34308acb5b89,PC15,2025-12-03,1,112,31,11,3,75,17,3,1,2,0.71,2,1260,2025-12-03 23:55:00
44f46edb-fb9c-4306-9838-896568fdad42,PC15,2025-12-04,4,177,5,18,3,51,30,3,3,0,0.74,0,3002,2025-12-04 23:55:00
318ab6dc-2dbf-45fd-be60-af33793e0611,PC15,2025-12-05,0,128,30,9,0,147,27,3,6,0,0.61,5,2531,2025-12-05 23:55:00
928ef71d-e698-4da0-aceb-ae3c5100531a,PC15,2025-12-06,0,510,22,18,0,52,23,5,8,3,0.59,12,736,2025-12-06 23:55:00
3635f8a6-a12f-4abb-ad9e-56ebb1007c72,PC15,2025-12-07,4,114,22,27,0,114,18,6,4,0,0.47,10,1877,2025-12-07 23:55:00
54576081-a0eb-4f33-aa4c-4b67c7ebf7b1,PC15,2025-12-08,0,711,20,26,3,42,27,8,3,0,0.44,8,1771,2025-12-08 23:55:00
dfa92a4f-355b-4f67-8861-cff9d6365eb6,PC15,2025-12-09,2,696,32,12,3,92,22,7,1,1,0.41,8,3930,2025-12-09 23:55:00
60c28723-4ed6-4d27-99b5-4b9adc7051ef,PC15,2025-12-10,2,239,28,20,1,65,15,6,5,0,0.82,4,676,2025-12-10 23:55:00
acf370fb-f651-4989-8a01-4b4822dbb105,PC15,2025-12-11,4,648,24,24,3,65,22,7,5,0,0.58,2,2636,2025-12-11 23:55:00
21c8bf34-5d94-43cb-8dae-4618e1a2bef8,PC15,2025-12-12,5,146,22,24,3,137,16,4,3,2,0.78,7,1189,2025-12-12 23:55:00
70d0487e-9572-4286-b692-60f4bc9efe07,PC15,2025-12-13,5,453,8,11,2,9,28,8,8,2,0.54,11,1429,2025-12-13 23:55:00
32cb480e-5ee9-4fcb-bf5c-cb7dd3cd3851,PC15,2025-12-14,2,406,16,6,2,128,30,2,7,1,0.55,12,1621,2025-12-14 23:55:00
eede99f0-a72f-453e-9ea5-e56c752c26bb,PC15,2025-12-15,3,243,31,4,1,96,26,5,6,3,0.63,5,1684,2025-12-15 23:55:00
db6cd459-85ef-4226-9de7-bc2a507b2ddd,PC15,2025-12-16,0,752,30,15,2,87,18,8,4,2,0.83,10,2323,2025-12-16 23:55:00
c507ad50-326c-440d-9a5f-66129f476606,PC15,2025-12-17,0,750,11,15,2,97,25,6,4,2,0.77,9,2816,2025-12-17 23:55:00
46ba4912-2838-4acb-a5dd-b56e1785b388,PC15,2025-12-18,3,537,17,27,2,135,19,4,8,2,0.5,10,3339,2025-12-18 23:55:00
36c91eab-d4b2-4a13-84ea-2839d9928743,PC15,2025-12-19,5,545,15,28,1,23,17,6,7,1,0.84,4,4453,2025-12-19 23:55:00
41fa7d4a-9dd4-4cbd-a8fa-5c05a00d6a12,PC15,2025-12-20,1,237,24,29,0,88,25,8,6,3,0.58,6,3065,2025-12-20 23:55:00
e8b5c034-631e-4458-87e3-cd94885f2661,PC15,2025-12-21,5,639,20,20,3,29,24,4,6,0,0.72,11,3856,2025-12-21 23:55:00
0ecd7817-16b9-458f-b04e-13040e5e40a2,PC15,2025-12-22,3,379,18,21,1,22,26,7,8,0,0.58,5,4928,2025-12-22 23:55:00
7e9c0359-ae5d-4e24-9f81-de171a9fbbe9,PC15,2025-12-23,0,292,21,6,1,148,18,7,8,3,0.7,7,1940,2025-12-23 23:55:00
20bc73ac-2e9c-4462-a99e-f77048a9d01a,PC15,2025-12-24,2,581,15,17,1,85,24,4,6,0,0.74,11,3206,2025-12-24 23:55:00
1e8f7ac8-f6ec-421d-b757-726580e4cc95,PC15,2025-12-25,2,662,22,19,2,27,26,8,3,2,0.77,12,1399,2025-12-25 23:55:00
44938571-7b98-4be6-900a-845befe79cfe,PC15,2025-12-26,4,449,31,26,2,7,20,4,1,0,0.67,4,2661,2025-12-26 23:55:00
c46a6cb1-4e88-4f6d-ab41-d239474a18f5,PC15,2025-12-27,1,101,28,9,0,143,15,2,1,0,0.41,11,3513,2025-12-27 23:55:00
e9ba4d9f-4b88-45bd-af9e-9a1b41c27322,PC15,2025-12-28,0,500,19,24,3,93,28,8,8,3,0.52,10,2417,2025-12-28 23:55:00
07b16e5e-faa7-47f9-9405-708485b913e0,PC15,2025-12-29,1,97,13,5,1,64,18,5,7,1,0.41,11,4736,2025-12-29 23:55:00
bc57bb3b-650d-4ed1-ac99-9a82e88d5f41,PC15,2025-12-30,0,717,31,11,2,8,19,8,7,2,0.7,9,2035,2025-12-30 23:55:00
ecae345c-eadc-4f78-ae55-596a5f99b2f5,PC15,2025-12-31,1,449,26,22,0,14,24,4,6,2,0.67,8,4900,2025-12-31 23:55:00
a6847549-af7b-44f8-b12c-f169bd1332b3,PC16,2025-01-01,1,285,17,29,0,141,30,7,3,2,0.66,12,2921,2025-01-01 23:55:00
8db9fc46-6540-4be6-aca6-fb7090383d09,PC16,2025-01-02,3,408,27,28,3,130,24,8,5,0,0.47,2,2734,2025-01-02 23:55:00
da4484d5-b951-41e5-ac5c-fd37ab3584d8,PC16,2025-01-03,5,535,29,10,0,5,21,2,3,2,0.83,12,3271,2025-01-03 23:55:00
58acf3f3-f3c2-45d6-a5ff-f05bb944fc47,PC16,2025-01-04,3,417,21,4,1,129,20,5,5,0,0.51,0,3318,2025-01-04 23:55:00
cdad461d-b87c-4eed-a2ac-0195a25fe6cb,PC16,2025-01-05,2,251,35,26,0,116,16,8,5,1,0.7,5,4587,2025-01-05 23:55:00
df0e56ae-aee0-4c8e-94ee-1b6d1a24860b,PC16,2025-01-06,0,194,29,11,3,120,26,4,5,0,0.78,7,2367,2025-01-06 23:55:00
6fc6b8d1-db70-42da-9677-fc087e6526b4,PC16,2025-01-07,1,496,8,18,3,150,17,3,7,3,0.71,5,2632,2025-01-07 23:55:00
1dff1980-4217-4284-b3b3-da4063069e51,PC16,2025-01-08,0,751,30,4,0,33,23,5,6,1,0.52,3,4749,2025-01-08 23:55:00
d78c38c9-8940-46b8-8cea-1fe8f0b5d848,PC16,2025-01-09,1,85,23,5,2,44,27,3,6,2,0.43,2,3568,2025-01-09 23:55:00
0224d000-4df4-4c84-a411-b4975b7ca460,PC16,2025-01-10,4,311,8,15,3,79,23,6,8,2,0.59,12,3685,2025-01-10 23:55:00
88d09661-76b4-4e78-a80c-fbc7745541d2,PC16,2025-01-11,3,441,21,21,2,0,28,7,8,1,0.73,2,3645,2025-01-11 23:55:00
cf6375f3-8109-4f1f-8be7-3ed6c8a4cd70,PC16,2025-01-12,3,273,30,6,0,37,26,3,6,3,0.47,2,3197,2025-01-12 23:55:00
2f9aecd3-725a-437f-a671-57fe17f6711c,PC16,2025-01-13,4,775,12,13,3,137,18,3,7,1,0.49,2,1450,2025-01-13 23:55:00
8dfd595e-c5fc-4376-8d81-930dd7539f53,PC16,2025-01-14,3,364,34,10,0,58,22,3,1,3,0.54,4,1094,2025-01-14 23:55:00
ee37031e-af1f-4f78-8166-2d64530d3cdb,PC16,2025-01-15,2,481,7,18,0,35,17,4,3,3,0.77,3,1997,2025-01-15 23:55:00
b83a5c76-af50-4c1b-bf95-c0a31761029c,PC16,2025-01-16,1,785,11,27,1,91,20,5,2,0,0.84,10,1526,2025-01-16 23:55:00
f235e148-4db0-4eba-8f8d-96d6738ed5ad,PC16,2025-01-17,3,280,6,3,1,1,24,3,3,0,0.44,8,2674,2025-01-17 23:55:00
2f12fd17-a0e5-46a9-b78b-15efcaf877cf,PC16,2025-01-18,2,160,31,28,3,3,17,7,7,3,0.62,9,1315,2025-01-18 23:55:00
b510bb87-98ea-4afe-adc0-9cb78a3c3ee5,PC16,2025-01-19,1,144,6,24,2,41,23,7,1,1,0.46,12,3442,2025-01-19 23:55:00
507aea68-ea73-4fdb-8261-853882177611,PC16,2025-01-20,3,612,28,11,2,84,21,7,2,1,0.44,7,2999,2025-01-20 23:55:00
2b5e2d05-83da-4af9-9274-7e8956128fef,PC16,2025-01-21,3,329,17,12,2,59,25,5,3,3,0.72,12,2344,2025-01-21 23:55:00
74b78b5e-7cd5-447a-b596-f9a41fe3b326,PC16,2025-01-22,0,781,8,22,0,147,23,4,8,3,0.5,9,4589,2025-01-22 23:55:00
4efc33c0-88ee-4630-87d7-0d1363e7d81d,PC16,2025-01-23,0,176,9,12,0,137,23,3,6,0,0.68,12,2945,2025-01-23 23:55:00
5b7fd0b6-849d-43a2-9872-952189c158dc,PC16,2025-01-24,3,295,8,28,2,139,20,3,3,0,0.79,1,908,2025-01-24 23:55:00
c564045b-6d3f-4b93-8671-29f7f32727ad,PC16,2025-01-25,0,564,27,14,0,29,27,6,8,2,0.59,4,725,2025-01-25 23:55:00
b61b1959-aafb-4d15-926d-9983c873b2cf,PC16,2025-01-26,3,568,10,29,0,129,21,7,5,2,0.41,11,2584,2025-01-26 23:55:00
71d6cbaf-9686-4f8e-bf2c-d781a72d0124,PC16,2025-01-27,0,778,22,19,3,26,30,4,2,2,0.59,2,2860,2025-01-27 23:55:00
2755dc59-1fea-47aa-95d9-3abaefd9e29b,PC16,2025-01-28,0,390,9,18,2,104,25,2,7,0,0.62,7,3023,2025-01-28 23:55:00
5372c121-9cc9-4ed6-9228-ebe442929248,PC16,2025-01-29,4,256,34,7,0,144,27,6,3,0,0.4,9,2367,2025-01-29 23:55:00
54e4c5a3-3041-4f5f-ad23-c47f1916ccbc,PC16,2025-01-30,5,329,17,20,2,21,29,6,8,1,0.58,2,2126,2025-01-30 23:55:00
c4fc7246-92b6-4764-9322-aa04dfc93e89,PC16,2025-01-31,5,398,16,15,0,78,19,7,2,1,0.49,11,4794,2025-01-31 23:55:00
53d90c2b-c084-4d7b-a8ed-af735bdf430d,PC16,2025-02-01,1,497,18,3,0,54,23,6,4,3,0.68,10,886,2025-02-01 23:55:00
7e6d09ca-9b3e-4f98-815f-709b7a60f0e2,PC16,2025-02-02,4,797,24,17,1,134,29,2,1,2,0.52,8,1373,2025-02-02 23:55:00
009d55c0-b8e8-4d96-9ea3-545127a2a904,PC16,2025-02-03,1,70,20,12,0,79,17,4,7,0,0.56,4,4421,2025-02-03 23:55:00
0bec7ebd-cbf9-46df-aea9-da05e0190c39,PC16,2025-02-04,2,70,15,8,1,19,21,3,8,1,0.42,3,3808,2025-02-04 23:55:00
b4ddd605-dc22-4366-bb38-b53f0d466bfc,PC16,2025-02-05,2,584,21,13,3,0,29,6,6,0,0.56,3,923,2025-02-05 23:55:00
297ffd42-c691-40e0-b852-78f236fbe6ea,PC16,2025-02-06,4,482,18,21,0,119,27,4,4,2,0.84,0,4716,2025-02-06 23:55:00
c69f5974-6e04-47a6-a1b9-48e0ee2274d5,PC16,2025-02-07,2,344,29,11,1,31,17,4,8,1,0.46,7,4503,2025-02-07 23:55:00
1151d338-2c1f-4c88-9503-428cab1ce352,PC16,2025-02-08,1,603,33,30,3,124,29,7,4,1,0.5,5,3527,2025-02-08 23:55:00
19c7a20b-84a4-4c22-8333-33d4c696226d,PC16,2025-02-09,2,437,7,17,1,120,27,8,2,2,0.47,10,4575,2025-02-09 23:55:00
eafb6daa-c59c-4d66-9368-34433c1650ee,PC16,2025-02-10,2,341,15,27,0,25,25,4,2,0,0.41,7,1588,2025-02-10 23:55:00
40e5a0eb-c66c-48ab-a653-2d758a135565,PC16,2025-02-11,3,660,14,16,0,93,29,6,5,2,0.43,3,2974,2025-02-11 23:55:00
0e171be1-c756-4634-bf3f-3669c01f9155,PC16,2025-02-12,4,369,18,17,3,131,30,8,1,2,0.61,5,943,2025-02-12 23:55:00
41ad9b99-57cc-4d8a-bee2-920e50d488e9,PC16,2025-02-13,3,124,13,17,2,120,20,8,7,2,0.73,7,2140,2025-02-13 23:55:00
0cc2dfff-c577-46f1-b759-6f843c7e99cd,PC16,2025-02-14,5,326,5,25,0,65,20,6,5,2,0.46,3,1990,2025-02-14 23:55:00
4f435833-9909-4a79-b7c1-dab13ea0c208,PC16,2025-02-15,1,573,11,20,0,90,22,8,5,3,0.48,11,3348,2025-02-15 23:55:00
0821b7fd-222b-422f-a599-c314cf337f5c,PC16,2025-02-16,0,200,33,20,1,96,17,5,2,1,0.7,9,850,2025-02-16 23:55:00
6ffeddbd-0311-4a0b-b2e8-19975785c293,PC16,2025-02-17,1,63,30,13,0,139,19,8,3,1,0.48,11,1664,2025-02-17 23:55:00
500be1fd-f34b-411c-a62e-ec40698159de,PC16,2025-02-18,4,72,14,30,2,54,23,4,4,3,0.83,10,1051,2025-02-18 23:55:00
79e69919-d68c-4561-91a3-97a0efc2f6dd,PC16,2025-02-19,2,615,6,9,2,118,24,4,4,0,0.84,4,1568,2025-02-19 23:55:00
68e370cc-56c3-4625-b21e-83adc4b0cd50,PC16,2025-02-20,0,753,13,4,0,30,25,8,2,0,0.53,8,4336,2025-02-20 23:55:00
4fbf2b1c-1eb1-43a0-a59a-3bad8a873b0a,PC16,2025-02-21,4,536,19,17,0,130,26,7,5,2,0.53,4,4118,2025-02-21 23:55:00
56bc4f1e-3770-4e28-8316-81c92eb253bf,PC16,2025-02-22,0,384,15,6,2,128,21,5,8,2,0.68,0,1323,2025-02-22 23:55:00
661cebc0-1c21-4468-a95b-bdde063fb352,PC16,2025-02-23,1,631,12,12,0,52,28,7,4,3,0.41,9,1850,2025-02-23 23:55:00
d1556698-1e3a-4881-ba58-3ed1b5e496dd,PC16,2025-02-24,3,156,30,5,2,104,28,3,7,2,0.44,0,2456,2025-02-24 23:55:00
94f45e0b-c8c5-4dee-bd63-b8f65ed936cd,PC16,2025-02-25,4,572,15,5,1,138,21,5,5,1,0.63,10,4016,2025-02-25 23:55:00
ca983216-8f0d-4109-a4cc-0eb6209cc888,PC16,2025-02-26,2,786,22,8,2,0,21,3,3,2,0.72,7,2632,2025-02-26 23:55:00
0939d0e2-6e96-47d6-a9bf-d3534db7d321,PC16,2025-02-27,4,570,6,3,1,7,24,3,5,2,0.5,5,2457,2025-02-27 23:55:00
e572f33a-cffa-491b-80ef-85815d29b68b,PC16,2025-02-28,4,246,34,16,2,50,15,4,4,1,0.6,10,1468,2025-02-28 23:55:00
e8035fe4-2a3d-4da4-a3b3-ab68013d2a34,PC16,2025-03-01,0,171,8,9,2,82,20,7,8,3,0.75,7,1117,2025-03-01 23:55:00
eaa69353-fc6e-4d27-8056-8581332f4ad9,PC16,2025-03-02,5,743,27,12,0,117,15,7,4,3,0.46,0,3003,2025-03-02 23:55:00
ce49e233-2675-4e00-b524-f2e284455aa6,PC16,2025-03-03,5,511,23,10,2,55,19,7,6,1,0.84,4,3586,2025-03-03 23:55:00
8c5e0fbd-2ef9-4814-a4fd-e2c2874f9f90,PC16,2025-03-04,1,269,17,7,1,53,26,2,8,2,0.48,9,3672,2025-03-04 23:55:00
e2afbfc1-e112-4825-9098-ef595181ca96,PC16,2025-03-05,0,679,19,7,1,53,21,5,7,2,0.42,4,2425,2025-03-05 23:55:00
db9558b9-bd6e-4c57-8262-4b09daf77158,PC16,2025-03-06,2,559,20,12,0,150,18,3,2,1,0.62,4,640,2025-03-06 23:55:00
1fecacd5-4907-4349-b169-72bb9bb7c507,PC16,2025-03-07,3,408,24,23,0,96,16,4,5,2,0.64,4,2097,2025-03-07 23:55:00
df16814b-083b-4d90-b3ab-549f473ea25d,PC16,2025-03-08,2,622,33,8,0,31,18,5,6,3,0.75,3,4561,2025-03-08 23:55:00
90e999dc-f70f-483b-ba8e-5df4754dbbe3,PC16,2025-03-09,1,421,7,27,0,48,15,5,2,1,0.71,8,1861,2025-03-09 23:55:00
f451432e-97de-4c51-854f-f64a5066bd61,PC16,2025-03-10,2,487,21,23,2,132,21,8,8,0,0.57,9,2092,2025-03-10 23:55:00
32e85570-b09c-4830-842c-0e5f53d5fb4f,PC16,2025-03-11,1,479,25,9,1,31,30,3,1,1,0.68,7,4263,2025-03-11 23:55:00
61925a3d-1fc1-4a40-b834-9782ed148ea5,PC16,2025-03-12,2,203,22,8,3,149,22,8,1,0,0.43,11,4909,2025-03-12 23:55:00
bcafa996-1981-46bf-92a5-6d598fd6aaf4,PC16,2025-03-13,5,757,32,9,0,8,29,4,4,2,0.69,12,2220,2025-03-13 23:55:00
8af19399-9ce4-4ec7-9337-98e6f08cd775,PC16,2025-03-14,1,522,15,21,2,26,28,3,3,3,0.77,6,911,2025-03-14 23:55:00
c5a8572a-9fb7-419f-ac03-8f210bb7f00c,PC16,2025-03-15,5,585,32,9,1,123,25,4,7,1,0.7,9,2943,2025-03-15 23:55:00
28a096d7-38b7-4f72-981e-0767ff9691dd,PC16,2025-03-16,5,293,8,17,2,131,26,5,1,1,0.43,3,3212,2025-03-16 23:55:00
0e828a14-2f3e-4a22-8399-81ecb3a08a66,PC16,2025-03-17,3,597,10,28,0,126,24,3,8,3,0.44,11,1004,2025-03-17 23:55:00
b49e026c-7422-4b61-8bbd-c7132acd4f58,PC16,2025-03-18,0,440,20,20,0,116,20,2,8,2,0.73,10,3895,2025-03-18 23:55:00
eb5a808d-a749-4424-b4ce-8af4688d5927,PC16,2025-03-19,3,789,35,9,2,137,28,8,5,2,0.83,11,3301,2025-03-19 23:55:00
e1f97a99-159a-453d-886e-5f66fbedb501,PC16,2025-03-20,4,601,22,20,0,116,27,7,7,1,0.52,8,3784,2025-03-20 23:55:00
08fc75bd-75e0-4730-9cd2-a877bf79e407,PC16,2025-03-21,4,684,14,23,2,93,17,6,8,3,0.55,1,3320,2025-03-21 23:55:00
e7a159be-e062-4446-b739-c239ed451d8a,PC16,2025-03-22,5,354,28,11,0,131,26,6,8,2,0.83,10,1742,2025-03-22 23:55:00
8bbea3dd-919f-4cb0-86f3-f80bde71eba9,PC16,2025-03-23,3,604,32,27,0,86,29,3,7,2,0.8,12,1793,2025-03-23 23:55:00
832f9705-40cd-4917-a668-d8c6040f9214,PC16,2025-03-24,3,611,15,26,1,141,28,4,8,1,0.74,1,1067,2025-03-24 23:55:00
b3e675a3-8e78-4f72-8335-7e271fe5982a,PC16,2025-03-25,3,614,5,30,1,130,30,8,6,3,0.64,0,3836,2025-03-25 23:55:00
6b934fe4-70b2-435a-adb4-b22631548397,PC16,2025-03-26,0,685,29,4,2,144,18,5,1,2,0.47,11,2972,2025-03-26 23:55:00
01ccbdd7-1964-4934-b8b1-bcf818f95a04,PC16,2025-03-27,5,139,23,3,1,97,19,5,5,0,0.79,0,3717,2025-03-27 23:55:00
112404bb-368e-4b71-aef5-d88920e0084f,PC16,2025-03-28,3,558,13,28,1,73,23,5,3,2,0.66,3,2692,2025-03-28 23:55:00
adf365fe-25b6-4c8b-9102-f5c9127fabde,PC16,2025-03-29,0,297,9,17,2,123,21,2,6,0,0.71,5,528,2025-03-29 23:55:00
fc3b8953-aa7c-4ec6-88fb-496f35dfe62e,PC16,2025-03-30,0,711,27,17,1,27,25,6,2,0,0.72,6,738,2025-03-30 23:55:00
a9f05a8c-fbd5-4608-9eaf-0c05fb8813fd,PC16,2025-03-31,5,189,28,18,2,53,26,4,2,1,0.61,11,4761,2025-03-31 23:55:00
6cd9deb2-d62f-43e2-a440-45bf5fa4e357,PC16,2025-04-01,2,144,9,6,3,30,28,6,6,2,0.56,8,2548,2025-04-01 23:55:00
dac87845-9b0e-46ed-b062-2a58c61fc0d0,PC16,2025-04-02,2,547,25,29,2,116,19,8,6,3,0.5,7,4101,2025-04-02 23:55:00
154cc9a9-8754-4962-8f0b-76e6dd95bc80,PC16,2025-04-03,2,180,27,16,3,52,25,7,4,2,0.72,5,1746,2025-04-03 23:55:00
50ad6a1a-d795-4534-b4b3-17363b1952b6,PC16,2025-04-04,3,307,5,18,1,124,17,3,6,1,0.69,2,2303,2025-04-04 23:55:00
2db7e3e7-b0cb-407c-9791-5fbcd9d9813b,PC16,2025-04-05,0,98,23,26,2,29,25,2,8,0,0.75,8,520,2025-04-05 23:55:00
a610094f-0ffd-4fb6-abc3-0cb77e3bcd3f,PC16,2025-04-06,0,290,24,28,0,110,26,5,4,2,0.43,3,3207,2025-04-06 23:55:00
bce26e5d-d0f3-421f-aa90-794170a9f9a8,PC16,2025-04-07,1,701,22,15,0,53,28,7,2,2,0.5,12,2376,2025-04-07 23:55:00
55d9844e-86c7-4c57-b3ed-d52bf8c82034,PC16,2025-04-08,2,250,17,28,0,45,27,5,6,0,0.56,7,1050,2025-04-08 23:55:00
7c72127e-3cdd-415f-8b2e-ac151001ba98,PC16,2025-04-09,0,467,13,30,3,46,28,6,2,2,0.76,3,4011,2025-04-09 23:55:00
82cf7ecc-a3e0-4544-8d50-28fab092d93a,PC16,2025-04-10,1,514,33,21,1,64,24,6,8,2,0.6,9,3309,2025-04-10 23:55:00
d2b1c919-5aac-43d1-89e2-4077d8318908,PC16,2025-04-11,3,98,32,21,2,69,19,6,2,1,0.82,2,3796,2025-04-11 23:55:00
be5be76e-e156-4613-8311-1d774a200f5d,PC16,2025-04-12,4,104,27,7,2,124,28,8,2,0,0.5,4,1875,2025-04-12 23:55:00
370c9194-c66f-47e9-8164-e64c4f4d684b,PC16,2025-04-13,2,220,12,7,2,100,17,3,1,1,0.76,4,1647,2025-04-13 23:55:00
f7a43ca1-3404-4084-b533-c9aeaffa61d6,PC16,2025-04-14,3,83,32,22,0,81,22,7,1,0,0.79,2,663,2025-04-14 23:55:00
4b1d0408-9561-45bb-8454-514ff266910c,PC16,2025-04-15,4,475,12,3,3,15,19,8,5,1,0.43,5,2140,2025-04-15 23:55:00
5375a823-6e9b-418f-813a-dd1b3bc82fc8,PC16,2025-04-16,1,574,23,23,1,147,23,6,8,2,0.41,4,2740,2025-04-16 23:55:00
ab9708c4-05bc-4ab6-b245-894651d1ae8a,PC16,2025-04-17,2,331,27,21,1,79,27,7,5,3,0.84,7,4604,2025-04-17 23:55:00
37d9a550-1a99-4e02-b0b1-f74e1bd42a9f,PC16,2025-04-18,4,206,28,6,1,89,16,4,6,0,0.57,8,1399,2025-04-18 23:55:00
bbd69faa-5676-4b63-9926-03b2a99b94c8,PC16,2025-04-19,0,457,35,21,2,113,24,3,3,2,0.58,0,512,2025-04-19 23:55:00
b7c4f69a-c8a1-4960-b677-b32265a05957,PC16,2025-04-20,2,217,5,6,2,0,21,5,1,3,0.8,8,2213,2025-04-20 23:55:00
3ee2ac23-da93-424e-bb3d-742065b4e42d,PC16,2025-04-21,4,151,34,15,0,24,17,5,7,3,0.81,1,4650,2025-04-21 23:55:00
b5322d9d-19a0-4aa2-9e59-f61baa60f6ee,PC16,2025-04-22,1,442,19,25,0,136,28,6,4,3,0.49,7,3389,2025-04-22 23:55:00
5b3dc2a1-ad1d-4c4f-a3d5-f81f1d5020d7,PC16,2025-04-23,1,290,15,8,0,67,17,2,3,0,0.56,3,1667,2025-04-23 23:55:00
74cc746d-ae63-49c2-87fc-3c1432cfd5f0,PC16,2025-04-24,0,69,11,29,3,14,24,5,8,1,0.84,3,583,2025-04-24 23:55:00
8255dc14-50d8-4c1b-ba39-0c9213bdf597,PC16,2025-04-25,3,300,18,9,0,89,15,4,8,2,0.76,1,4144,2025-04-25 23:55:00
9bfd2833-b9cd-40e4-a6fa-d784d06cc020,PC16,2025-04-26,0,597,28,24,1,24,20,8,1,1,0.72,1,825,2025-04-26 23:55:00
c86383e2-f12b-49d8-a377-ebd129efa7ab,PC16,2025-04-27,4,121,35,28,3,84,20,4,3,3,0.51,4,1355,2025-04-27 23:55:00
acd066cb-81bb-4397-9343-b1286d1ef7dc,PC16,2025-04-28,3,752,30,30,3,68,27,5,2,1,0.54,3,3561,2025-04-28 23:55:00
de99c13a-c8ec-48fa-b5b0-1d9d9fcb74de,PC16,2025-04-29,5,275,21,30,1,136,29,6,6,3,0.45,0,2113,2025-04-29 23:55:00
47416c36-1f6c-4958-a1c4-c885622ec8fc,PC16,2025-04-30,3,59,8,13,2,59,29,7,5,0,0.59,3,949,2025-04-30 23:55:00
850d7d77-177e-4a06-9ec9-8878ce76a490,PC16,2025-05-01,4,517,34,28,0,44,26,7,5,1,0.54,2,4870,2025-05-01 23:55:00
8c175233-3383-443c-82c1-5ca4a58b638f,PC16,2025-05-02,1,433,9,13,1,118,17,4,5,0,0.41,8,3253,2025-05-02 23:55:00
05ef8bb1-ac4e-46da-8d98-439e29f6d8dc,PC16,2025-05-03,2,659,32,4,0,82,18,5,6,3,0.61,11,4947,2025-05-03 23:55:00
048ed12a-f164-4bac-8b31-05df3bf5c328,PC16,2025-05-04,3,114,26,25,2,37,24,5,5,0,0.66,12,1945,2025-05-04 23:55:00
95e059a5-10a1-47e8-b3dc-21e7b46438d7,PC16,2025-05-05,3,631,19,28,1,53,28,5,7,0,0.68,8,3621,2025-05-05 23:55:00
c859a826-3501-448f-9180-03560e1ea828,PC16,2025-05-06,4,418,32,4,2,26,17,6,1,1,0.43,6,1090,2025-05-06 23:55:00
19250e99-1552-4659-8606-f58c706a23b8,PC16,2025-05-07,3,694,29,3,3,8,15,6,8,3,0.44,7,1850,2025-05-07 23:55:00
b8fb9f18-3322-4fcd-a7e5-ff4b9df93ffe,PC16,2025-05-08,2,108,30,12,2,119,15,7,7,1,0.54,9,984,2025-05-08 23:55:00
ffe228bb-1bd6-47a6-8a87-04343d094249,PC16,2025-05-09,1,790,10,4,0,48,16,7,4,3,0.84,5,2754,2025-05-09 23:55:00
76d7f6fc-ee03-41d4-9cec-bc893f65a2b4,PC16,2025-05-10,3,502,11,19,2,46,19,8,8,0,0.59,0,3443,2025-05-10 23:55:00
9be41d8e-aac1-4855-8968-97155d2ce8e5,PC16,2025-05-11,3,465,30,7,0,131,24,4,7,1,0.76,11,4398,2025-05-11 23:55:00
